,id,cast,director
6763,991,"['David Bowie', 'Rip Torn', 'Candy Clark']",['Nicolas Roeg']
6764,606952,"['Stefano Accorsi', 'Edoardo Leo', 'Jasmine Trinca']",['Ferzan Özpetek']
6765,6644,"['John Wayne', 'Robert Mitchum', 'James Caan']",['Howard Hawks']
6766,375183,"['Gerard Butler', 'Gretchen Mol', 'Maxwell Jenkins']",['Mark Williams']
6767,11022,"['Jason Patric', 'Ray Liotta', 'Chi McBride']",['Joe Carnahan']
6768,1394,"['Oleg Yankovskiy', 'Erland Josephson', 'Domiziana Giordano']",['Andrei Tarkovsky']
6769,440762,"['Joey Lauren Adams', 'Ben Affleck', 'Fred Armisen']",['Kevin Smith']
6770,489430,"['Maxi Ghione', 'Norberto Gonzalo', 'Elvira Onetto']",['Demián Rugna']
6771,89008,"['Leighton Meester', 'Hugh Laurie', 'Alia Shawkat']",['Julian Farino']
6772,442064,"['Taraji P. Henson', ""Jahi Di'Allo Winston"", 'Danny Glover']",['Babak Najafi']
6773,10952,"['Wesley Snipes', 'Ice-T', 'Allen Payne']",['Mario Van Peebles']
6774,39102,"['Toshio Furukawa', 'Kenji Utsumi', 'Masako Nozawa']",['Mitsuo Hashimoto']
6775,13250,"['Pierce Brosnan', 'Maria Bello', 'Gerard Butler']",['Mike Barker']
6776,10297,"['Marilyn Monroe', 'Lauren Bacall', 'Betty Grable']",['Jean Negulesco']
6777,13476,"['Kate Bosworth', 'Topher Grace', 'Josh Duhamel']",['Robert Luketic']
6778,277839,"['Franck Gastambide', 'Malik Bentalha', 'Anouar Toubali']",['Franck Gastambide']
6779,331446,"['Ian Ziering', 'Cassandra Scerbo', 'Frankie Muniz']",['Anthony C. Ferrante']
6780,578908,"['Eric André', 'Lil Rel Howery', 'Tiffany Haddish']",['Kitao Sakurai']
6781,595671,"['Sidney Flanigan', 'Talia Ryder', 'Théodore Pellerin']",['Eliza Hittman']
6782,14011,"['David Boreanaz', 'Neil Patrick Harris', 'Brooke Shields']",['Dave Bullock']
6783,27,"[""Kieran O'Brien"", 'Margo Stilley', 'Courtney Taylor-Taylor']",['Michael Winterbottom']
6784,599281,"['Madison Iseman', 'Israel Broussard', 'Katherine Heigl']",['Castille Landon']
6785,602545,"['Toni Servillo', 'Dustin Hoffman', 'Valentina Bellè']",['Donato Carrisi']
6786,1672,"['Jean-Paul Belmondo', 'Robert Hossein', 'Elisabeth Margoni']",['Georges Lautner']
6787,364137,"['Kheiron', 'Leïla Bekhti', 'Gérard Darmon']",['Kheiron']
6788,9682,"['Kristen Bell', 'Ian Somerhalder', 'Christina Milian']",['Jim Sonzero']
6789,16643,"['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub']",['Stephen Herek']
6790,180147,"['Gonzalo Vega', 'Luis Gerardo Méndez', 'Karla Souza']",['Gary Alazraki']
6791,619592,"['Mel Gibson', 'Emile Hirsch', 'Kate Bosworth']",['Michael Polish']
6792,271736,"['Ben Foster', ""Chris O'Dowd"", 'Guillaume Canet']",['Stephen Frears']
6793,21316,"['Daveigh Chase', 'Chris Sanders', 'Tia Carrere']","['Roberts Gannaway', 'Tony Craig']"
6794,809140,"['Mark Wahlberg', 'Mel Gibson', 'Jacki Weaver']",['Rosalind Ross']
6795,253980,"['Ben Kingsley', 'Scoot McNairy', 'Lester Speight']",['Drew Pearce']
6796,320316,"['Maccio Capatonda', 'Herbert Ballerina', 'Enrico Venti']",['Maccio Capatonda']
6797,10546,"['Vincent Perez', 'Mia Kirshner', 'Iggy Pop']",['Tim Pope']
6798,53565,['Walt Disney'],"['Ub Iwerks', 'Walt Disney']"
6799,14177,"['Queen Latifah', 'Alicia Silverstone', 'Kevin Bacon']",['Bille Woodruff']
6800,253450,"['Shu Qi', 'Chang Chen', 'Nikki Hsieh']",['Hou Hsiao-hsien']
6801,1875,"['Jean Marais', 'Louis de Funès', 'Mylène Demongeot']",['André Hunebelle']
6802,1441,"['Morgan Freeman', 'John Cusack', 'Alice Krige']",['Bruce Beresford']
6803,459202,"['Tyler Perry', 'Cassi Davis', 'Patrice Lovely']",['Tyler Perry']
6804,3109,"['John Wayne', ""Maureen O'Hara"", 'Victor McLaglen']",['John Ford']
6805,475132,"['Rosamund Pike', 'Jamie Dornan', 'Tom Hollander']",['Matthew Heineman']
6806,3089,"['John Wayne', 'Montgomery Clift', 'Joanne Dru']",['Howard Hawks']
6807,43935,"['Brandon Routh', 'Peter Stormare', 'Sam Huntington']",['Kevin Munroe']
6808,336455,"[""Sofia Black-D'Elia"", 'Lio Tipton', 'Travis Tope']","['Henry Joost', 'Ariel Schulman']"
6809,12924,"['Hidetaka Yoshioka', 'Masato Hagiwara', 'Yuuka Nanri']",['Makoto Shinkai']
6810,13672,"['Jean-Claude Van Damme', 'François Damiens', 'Zinedine Soualem']",['Mabrouk El Mechri']
6811,283601,"['Ben Foster', 'Elle Fanning', 'Beau Bridges']",['Mélanie Laurent']
6812,429467,"['Charlotte Vega', 'Bill Milner', 'Eugene Simon']","[""Brian O'Malley""]"
6813,10753,"['Jackie Chan', 'Maggie Cheung', 'Lam Kwok-Hung']",['Jackie Chan']
6814,432087,"['Pio Marmaï', 'Ana Girardot', 'François Civil']",['Cédric Klapisch']
6815,27374,"['Rosie Traynor', 'David Pledger', 'Martin Sharpe']",['Joel Anderson']
6816,640344,"['Sofia Scalia', 'Luigi Calagna', 'Antonella Carone']",['Gianluca Leuzzi']
6817,598133,"['Eli Brown', 'Madison Iseman', 'Marcus Scribner']",['Michael Duggan']
6818,622855,"['Forest Whitaker', 'Keegan-Michael Key', 'Hugh Bonneville']",['David E. Talbert']
6819,15584,"['Kurt Kuenne', 'Andrew Bagby', 'David Bagby']",['Kurt Kuenne']
6820,9058,"['Marisa Tomei', 'Robert Downey Jr.', 'Bonnie Hunt']",['Norman Jewison']
6821,17689,"['Clint Eastwood', 'Sondra Locke', 'Pat Hingle']",['Clint Eastwood']
6822,11484,"['James Caan', 'John Houseman', 'Maud Adams']",['Norman Jewison']
6823,478820,"['Vincent Cassel', 'Patrick Chesnais', 'August Diehl']",['Jean-François Richet']
6824,5590,"['Catherine Deneuve', 'Jacques Perrin', 'Jean Marais']",['Jacques Demy']
6825,250538,"['Reese Witherspoon', 'Corey Stoll', 'Thad Luckinbill']",['Philippe Falardeau']
6826,845222,"['Jun Ji-hyun', 'Park Byung-eun', 'Kim Si-a']",['Kim Seong-hun']
6827,9764,"['Yuriy Solomin', 'Maksim Munzuk', 'Mikhail Bychkov']",['Akira Kurosawa']
6828,613080,"['Salvatore Ficarra', 'Valentino Picone', 'Massimo Popolizio']","['Salvatore Ficarra', 'Valentino Picone']"
6829,25253,"['Lino Ventura', 'Bernard Blier', 'Francis Blanche']",['Georges Lautner']
6830,27902,"['Amanda Bynes', 'Chris Carmack', 'Fred Willard']",['Randal Kleiser']
6831,4497,"['Silvia Pinal', 'Francisco Rabal', 'Fernando Rey']",['Luis Buñuel']
6832,25538,"['Wu Nien-jen', 'Issey Ogata', 'Elaine Jin']",['Edward Yang']
6833,126277,"['Katharine Isabelle', 'Julia Maxwell', 'Antonio Cupo']","['Jen Soska', 'Sylvia Soska']"
6834,65291,"['Nathan Fillion', 'Jason Isaacs', 'Elisabeth Moss']","['Jay Oliva', 'Lauren Montgomery', 'Christopher Berkeley']"
6835,604822,"['Jackie Chan', 'Yang Yang', 'Allen Ai Lun']",['Stanley Tong']
6836,21972,"['Shad Moss', 'Morris Chestnut', 'Jonathan Lipnicki']",['John Schultz']
6837,282297,['Kip Andersen'],"['Keegan Kuhn', 'Kip Andersen']"
6838,1870,"['Jean Marais', 'Louis de Funès', 'Mylène Demongeot']",['André Hunebelle']
6839,9805,"['Michael Herbig', 'Rick Kavanian', 'Christian Tramitz']",['Michael Herbig']
6840,11634,"['Alexandra Dahlström', 'Rebecka Liljeberg', 'Erica Carlson']",['Lukas Moodysson']
6841,8348,"['Clint Eastwood', 'Jeff Bridges', 'Geoffrey Lewis']",['Michael Cimino']
6842,27958,"['Al Pacino', 'Paul Sorvino', 'Karen Allen']",['William Friedkin']
6843,1567,"['Philippe Nahon', 'Blandine Lenoir', 'Frankie Pain']",['Gaspar Noé']
6844,27632,"['Barbara Steele', 'John Richardson', 'Arturo Dominici']",['Mario Bava']
6845,460648,"['Jackie Chan', 'Show Lo', 'Ouyang Nana']",['Leo Zhang']
6846,390061,"['Liam Neeson', 'Diane Lane', 'Maika Monroe']",['Peter Landesman']
6847,416051,"['Emmanuelle Seigner', 'Eva Green', 'Vincent Perez']",['Roman Polanski']
6848,4728,"['Louis de Funès', 'Michel Galabru', 'Christian Marin']",['Jean Girault']
6849,11913,"['Louis de Funès', 'Jean Lefebvre', 'Guy Grosso']",['Jean Girault']
6850,17612,"['Piper Perabo', 'Jessica Paré', 'Mischa Barton']",['Léa Pool']
6851,810171,"['Eugenio Derbez', 'Samara Weaving', 'Max Greenfield']",['Richard Wong']
6852,244688,"['Ben Begley', 'Herbert Russell', 'Ross Nathan']",['Josh Stolberg']
6853,15244,"['François Leterrier', 'Charles Le Clainche', 'Maurice Beerblock']",['Robert Bresson']
6854,437739,"['Nathalie Odzierejko', 'Kemar', 'Mister V']",['Tony T. Datis']
6855,13497,"['Nick Cannon', 'Zoe Saldaña', 'Orlando Jones']",['Charles Stone III']
6856,22584,"['Humphrey Bogart', 'Walter Brennan', 'Lauren Bacall']",['Howard Hawks']
6857,117974,"['Alice Lowe', 'Steve Oram', 'Eileen Davies']",['Ben Wheatley']
6858,671043,"['Gérard Jugnot', 'Camille Lou', 'Artus']",['Nicolas Cuche']
6859,20539,"['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield']",['Nicholas Hytner']
6860,848058,"['Laura Galán', 'Richard Holmes', 'Carmen Machi']",['Carlota Pereda']
6861,118289,"['Naomi Watts', 'Naveen Andrews', 'Charles Edwards']",['Oliver Hirschbiegel']
6862,11427,"['Ray Wise', 'Alexandra Holden', 'Lin Shaye']","['Jean-Baptiste Andrea', 'Fabrice Canepa']"
6863,44894,"['Leonardo Pieraccioni', 'Giorgio Panariello', 'Marjo Berasategui']",['Leonardo Pieraccioni']
6864,706510,"['Nasim Pedrad', 'Anna Camp', 'Lamorne Morris']",['LP']
6865,641501,"['Pio Marmaï', 'Vimala Pons', 'Benoît Poelvoorde']",['Douglas Attal']
6866,544510,"['Thomas Solivérès', 'Olivier Gourmet', 'Mathilde Seigner']",['Alexis Michalik']
6867,325848,"['Camille Cottin', 'Antony Hickling', 'Lou Cottin']","['Noémie Saglio', 'Eloïse Lang']"
6868,374052,"['Samantha Robinson', 'Gian Keys', 'Laura Waddell']",['Anna Biller']
6869,26617,"['Jack Nicholson', 'Karen Black', 'Susan Anspach']",['Bob Rafelson']
6870,152790,"['Robin Williams', 'Mila Kunis', 'Peter Dinklage']",['Phil Alden Robinson']
6871,28032,"['Jodi Benson', 'Gino Conforti', 'Barbara Cook']","['Gary Goldman', 'Don Bluth']"
6872,291351,"['Matthew McConaughey', 'Naomi Watts', 'Ken Watanabe']",['Gus Van Sant']
6873,241254,"['Bruce Willis', 'Jason Patric', 'John Cusack']",['Brian A. Miller']
6874,11296,"['Matthew Modine', 'Nicolas Cage', 'John Harkins']",['Alan Parker']
6875,727293,"['Ben Affleck', 'Tye Sheridan', 'Daniel Ranieri']",['George Clooney']
6876,10846,"['Roberto Benigni', 'Jean Reno', 'Nicoletta Braschi']",['Roberto Benigni']
6877,185567,"['Orlando Bloom', 'Forest Whitaker', 'Conrad Kemp']",['Jérôme Salle']
6878,17483,"['Brad Rowe', 'Trevor Wright', 'Tricia Pierce']",['Jonah Markowitz']
6879,238628,"['Lembit Ulfsak', 'Giorgi Nakashidze', 'Elmo Nüganen']",['Zaza Urushadze']
6880,6217,"['Nastassja Kinski', 'Malcolm McDowell', 'John Heard']",['Paul Schrader']
6881,1945,"['Jodie Foster', 'Liam Neeson', 'Natasha Richardson']",['Michael Apted']
6882,4587,"['Cher', 'Winona Ryder', 'Christina Ricci']",['Richard Benjamin']
6883,5971,"['Robert De Niro', 'Sean Penn', 'Demi Moore']",['Neil Jordan']
6884,1378,"['Paul Dawson', 'Lindsay Beamish', 'Adam Hardman']",['John Cameron Mitchell']
6885,394830,"['Sophie Cookson', 'Corneliu Ulici', 'Ada Lupu']",['Xavier Gens']
6886,9689,"['Woody Allen', 'George Hamilton', 'Téa Leoni']",['Woody Allen']
6887,5680,"['Cassandra Peterson', 'William Morgan Sheppard', 'Daniel Greene']",['James Signorelli']
6888,13967,"['Renée Zellweger', 'Ewan McGregor', 'Emily Watson']",['Chris Noonan']
6889,22244,"['Billy Warlock', 'Connie Danese', 'Ben Slack']",['Brian Yuzna']
6890,323262,"['Madeleine Coghlan', 'Savannah Kennick', 'Rick Peters']","['Anthony Scott Burns', 'Nicholas McCarthy', 'Adam Egypt Mortimer', 'Gary Shore', 'Kevin Smith', 'Sarah Adina Smith', 'Scott Stewart', 'Kevin Kölsch', 'Dennis Widmyer']"
6891,11127,"['Casper Van Dien', 'Jolene Blalock', 'Stephen Hogan']",['Edward Neumeier']
6892,422803,"['Justin Fletcher', 'John Sparkes', 'Amalia Vitale']","['Will Becher', 'Richard Phelan']"
6893,204349,"['Najarra Townsend', 'Caroline Williams', 'Katie Stegeman']",['Eric England']
6894,390584,"['Garrett Clayton', 'Christian Slater', 'Keegan Allen']",['Justin Kelly']
6895,1857,"['Judd Nelson', 'Peter Cullen', 'Frank Welker']",['Nelson Shin']
6896,14924,"['Gary Oldman', 'Chloe Webb', 'David Hayman']",['Alex Cox']
6897,620683,"['Paulo Gustavo', 'Mariana Xavier', 'Rodrigo Pandolfo']",['Susana Garcia']
6898,11980,"['Christopher Walken', 'Elias Koteas', 'Virginia Madsen']",['Gregory Widen']
6899,234212,"['Maria Bello', 'Frank Grillo', 'Cody H. Carolin']",['Will Canon']
6900,70821,"['Emily Osment', 'Kay Panabaker', 'Meaghan Rath']",['Charles Binamé']
6901,10412,"['Russell Crowe', 'Daniel Pollock', 'Jacqueline McKenzie']",['Geoffrey Wright']
6902,453278,"['Brady Jandreau', 'Tim Jandreau', 'Lilly Jandreau']",['Chloé Zhao']
6903,53957,"['Salvatore Ficarra', 'Valentino Picone', 'Anna Safroncik']","['Giambattista Avellino', 'Valentino Picone', 'Salvatore Ficarra']"
6904,779,"['Nicolas de Gunzburg', 'Maurice Schutz', 'Rena Mandel']",['Carl Theodor Dreyer']
6905,4241,"['Kenichi Endo', 'Shungicu Uchida', 'Kazushi Watanabe']",['Takashi Miike']
6906,70577,"['Milla Jovovich', 'Julian McMahon', 'David Atrakchi']",['Julien Magnat']
6907,12105,"['Paul Angelis', 'John Clive', 'Dick Emery']",['George Dunning']
6908,129112,"['Reem Abdullah', 'Waad Mohammed', 'Abdullrahman Algohani']",['Haifaa al-Mansour']
6909,575100,"['Fabio De Luigi', 'Valentina Lodovini', 'Angelica Elli']",['Alessandro Genovesi']
6910,690,"['Martin LaSalle', 'Marika Green', 'Jean Pélégri']",['Robert Bresson']
6911,14433,"['Stanley Baker', 'Jack Hawkins', 'Ulla Jacobsson']",['Cy Endfield']
6912,57737,"['Diana Kaarina', 'Adrian Petriw', 'Britt Irvin']","['William Lau', 'Terry Klassen']"
6913,11191,"['Annabeth Gish', 'Julia Roberts', 'Lili Taylor']",['Donald Petrie']
6914,62204,"['Everett McGill', 'Ron Perlman', 'Nicholas Kadi']",['Jean-Jacques Annaud']
6915,16418,"['Kelly Sheridan', 'Anna Cummer', 'Kelly Metzger']",['Conrad Helten']
6916,594634,"['Luna Wedler', 'Jannik Schümann', 'Luise Befort']",['Tim Trachte']
6917,11890,"['Sylvester Stallone', 'Marisa Tomei', 'Vincent Spano']",['John Landis']
6918,66118,"['Thomas Ngijol', 'Fabrice Eboué', 'Joséphine de Meaux']","['Lionel Steketee', 'Thomas Ngijol', 'Fabrice Eboué']"
6919,5488,"['Lim Soo-jung', 'Rain', 'Oh Dal-su']",['Park Chan-wook']
6920,56590,"['James Denton', 'Christina Hendricks', 'Anthony LaPaglia']",['Sam Liu']
6921,10396,"['Mel Gibson', 'Michelle Pfeiffer', 'Kurt Russell']",['Robert Towne']
6922,660942,"['Rakel Lenora Fløttum', 'Alva Brynsmo Ramstad', 'Sam Ashraf']",['Eskil Vogt']
6923,10008,"['Donald Sutherland', 'Rachel Hurd-Wood', 'Sissy Spacek']",['Courtney Solomon']
6924,49687,"['Sophia Loren', 'Marcello Mastroianni', 'Aldo Puglisi']",['Vittorio De Sica']
6925,4481,"['Yves Montand', 'Daniel Auteuil', 'Emmanuelle Béart']",['Claude Berri']
6926,20857,"['Keanu Reeves', 'Diane Lane', 'Michael B. Jordan']",['Brian Robbins']
6927,62320,"['Glenn Close', 'Yann Arthus-Bertrand', 'Jacques Gamblin']",['Yann Arthus-Bertrand']
6928,300693,"['Cate Blanchett', 'Robert Redford', 'Dennis Quaid']",['James Vanderbilt']
6929,32293,"['Raven-Symoné', 'Adrienne Bailon-Houghton', 'Kiely Williams']",['Oz Scott']
6930,10685,"['James Spader', 'Keanu Reeves', 'Marisa Tomei']",['Joe Charbanic']
6931,74945,"['Jean Texier', 'Clément Godefroy', 'Théophile Baquet']",['Christophe Barratier']
6932,14447,"['Peter Sallis', 'Sally Lindsay', 'Melissa Collier']",['Nick Park']
6933,30178,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",['Audu Paden']
6934,852096,"['David Harbour', ""Jahi Di'Allo Winston"", 'Anthony Mackie']",['Christopher Landon']
6935,558144,"['Ryan Reynolds', 'Stan Lee']",['David Leitch']
6936,438347,"['Reem Kherici', 'Nicolas Duvauchelle', 'Julia Piaton']",['Reem Kherici']
6937,11471,"['Ti Lung', 'Chow Yun-fat', 'Leslie Cheung']",['John Woo']
6938,13275,"['James Franco', 'Tyrese Gibson', 'Jordana Brewster']",['Justin Lin']
6939,489418,"['Sandrine Kiberlain', 'Gilles Lellouche', 'Élodie Bouchez']",['Jeanne Herry']
6940,16198,"['Hayato Isohata', 'Masako Araki', 'Naomi Uno']",['Isao Takahata']
6941,320588,"['Sally Field', 'Max Greenfield', 'Beth Behrs']",['Michael Showalter']
6942,9449,"['John Goodman', 'Mark Williams', 'Jim Broadbent']",['Peter Hewitt']
6943,10347,"['Vincent Cassel', 'Tchéky Karyo', 'Monica Bellucci']",['Jan Kounen']
6944,736074,"['Jensen Ackles', 'Josh Duhamel', 'Naya Rivera']",['Chris Palmer']
6945,291328,"['Warren Beatty', 'Lily Collins', 'Alden Ehrenreich']",['Warren Beatty']
6946,13368,"['Bing Crosby', 'Danny Kaye', 'Rosemary Clooney']",['Michael Curtiz']
6947,242022,"['Simon Bird', 'James Buckley', 'Blake Harrison']","['Damon Beesley', 'Iain Morris']"
6948,17443,"['Al Pacino', 'Jack Warden', 'John Forsythe']",['Norman Jewison']
6949,13067,"['Meg Ryan', 'Kristen Stewart', 'Adam Brody']",['Jonathan Kasdan']
6950,80038,"['Adam Scott', 'Jennifer Westfeldt', 'Jon Hamm']",['Jennifer Westfeldt']
6951,843241,"['Yuki Kaji', 'Sora Amamiya', 'Misaki Kuno']",['Takayuki Hamana']
6952,1644,"['Kiefer Sutherland', 'Jeff Bridges', 'Nancy Travis']",['George Sluizer']
6953,5968,"['Gene Wilder', 'Charles Grodin', 'Joseph Bologna']",['Gene Wilder']
6954,55725,"['Paul Giamatti', 'Alex Shaffer', 'Amy Ryan']",['Tom McCarthy']
6955,1808,"['Ewan McGregor', 'Jonathan Rhys Meyers', 'Toni Collette']",['Todd Haynes']
6956,601844,"['Lulu Wilson', 'Kevin James', 'Joel McHale']","['Jonathan Milott', 'Cary Murnion']"
6957,12914,"['Ben Browder', 'Amanda Tapping', 'Christopher Judge']",['Martin Wood']
6958,332502,"['Brandon Routh', 'Caity Lotz', 'Dane Cook']",['Matt Osterman']
6959,309242,"['Ben Mendelsohn', 'Ryan Reynolds', 'Sienna Miller']","['Ryan Fleck', 'Anna Boden']"
6960,589761,"['Danila Kozlovsky', 'Oksana Akinshina', 'Philipp Avdeev']",['Danila Kozlovsky']
6961,500922,"['Nicolas Cage', 'Noah Le Gros', 'Karolina Wydra']",['Shawn Ku']
6962,9684,"['Sean Penn', 'Samantha Morton', 'Anthony LaPaglia']",['Woody Allen']
6963,10531,"['Sigourney Weaver', 'Ben Kingsley', 'Stuart Wilson']",['Roman Polanski']
6964,14372,"['Peter Weller', 'Richard Crenna', 'Amanda Pays']",['George P. Cosmatos']
6965,203101,"['Marina Inoue', 'Eri Kitamura', 'Miyuki Sawashiro']",['Tetsuro Araki']
6966,12157,"['Gérard Depardieu', 'Andie MacDowell', 'Bebe Neuwirth']",['Peter Weir']
6967,11398,"['Wesley Snipes', 'Donald Sutherland', 'Maury Chaykin']",['Christian Duguay']
6968,294793,"['Chris Pine', 'Thandiwe Newton', 'Jonathan Pryce']",['Janus Metz']
6969,925102,"['Bastien Bouillon', 'Bouli Lanners', 'Anouk Grinberg']",['Dominik Moll']
6970,301846,"['Ed Speleers', 'Shauna Macdonald', 'Elliot Cowan']",['Paul Hyett']
6971,632856,"['Will Ferrell', 'Ryan Reynolds', 'Octavia Spencer']",['Sean Anders']
6972,10165,"['Frank Silvera', 'Kenneth Harp', 'Paul Mazursky']",['Stanley Kubrick']
6973,26264,"['Christopher Showerman', 'Julie Benz', 'Angus T. Jones']",['David Grossman']
6974,11027,"['Jack Nicholson', 'Jessica Lange', 'John Colicos']",['Bob Rafelson']
6975,9893,"['Alexa PenaVega', 'Mika Boorem', 'Jane Lynch']",['Joe Nussbaum']
6976,477018,"['Olga Kurylenko', 'Lambert Wilson', 'Manolis Mavromatakis']",['Régis Roinsard']
6977,455236,"['Scott Adkins', 'Ray Stevenson', 'Ashley Greene']",['Jesse V. Johnson']
6978,111440,"['Caity Lotz', 'Casper Van Dien', 'Agnes Bruckner']",['Nicholas McCarthy']
6979,15681,"['Claudio Bisio', 'Nancy Brilli', 'Cristiana Capotondi']",['Fausto Brizzi']
6980,78698,"['Drew Barrymore', 'John Krasinski', 'Kristen Bell']",['Ken Kwapis']
6981,291272,"['Barbara Crampton', 'Andrew Sensenig', 'Lisa Marie']",['Ted Geoghegan']
6982,271724,"['Vincent Lacoste', 'Reda Kateb', 'Jacques Gamblin']",['Thomas Lilti']
6983,531949,"['David Spade', 'Nat Faxon', 'Joey Bragg']",['Tyler Spindel']
6984,821881,"['Manal Issa', 'Nathalie Issa', 'Matthias Schweighöfer']",['Sally El Hosaini']
6985,2897,"['David Niven', 'Cantinflas', 'Finlay Currie']",['Michael Anderson']
6986,457262,"['Debby Ryan', 'Naomi Sequeira', 'Danielle Carter']",['Rhiannon Bannenberg']
6987,60281,"['Ben Affleck', 'Olga Kurylenko', 'Rachel McAdams']",['Terrence Malick']
6988,11702,"['Chow Yun-fat', 'Mira Sorvino', 'Michael Rooker']",['Antoine Fuqua']
6989,12169,"['Jacques Gamblin', 'Zabou Breitman', 'Déborah François']",['Rémi Bezançon']
6990,15856,"['Vincent Price', 'Carol Ohmart', 'Richard Long']",['William Castle']
6991,52214,"['Leonardo Pieraccioni', 'Laura Torrisi', 'Gabriel Garko']",['Leonardo Pieraccioni']
6992,13016,"['Chögyam Trungpa', 'Jordan Maxwell', 'George Carlin']",['Peter Joseph']
6993,417643,"['Natalie Dormer', 'Emily Ratajkowski', 'Ed Skrein']",['Anthony Byrne']
6994,127867,"['Juno Temple', 'Michael Angarano', 'Alexis Bledel']",['Ramaa Mosley']
6995,15762,"['Jason Lively', 'Steve Marshall', 'Jill Whitlow']",['Fred Dekker']
6996,8011,"['Christophe Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']",['Andrew Morahan']
6997,19494,"['Jane Fonda', 'Lily Tomlin', 'Dolly Parton']",['Colin Higgins']
6998,664031,"['Ludovica Francesconi', 'Giuseppe Maggio', 'Gaja Masciale']",['Alice Filippi']
6999,158,"['Til Schweiger', 'Jan Josef Liefers', 'Thierry van Werveke']",['Thomas Jahn']
7000,530254,"['Kim Da-mi', 'Cho Min-soo', 'Park Hee-soon']",['Park Hoon-jung']
7001,11058,"['Greg Kinnear', 'Rebecca Romijn', 'Robert De Niro']",['Nick Hamm']
7002,11444,"['Daniel Auteuil', 'Gérard Depardieu', 'Thierry Lhermitte']",['Francis Veber']
7003,2798,"['Louis de Funès', 'Claude Rich', 'Agathe Natanson']",['Édouard Molinaro']
7004,413644,"['Pappy Faulkner', 'Christopher Lee Parson', 'Terrence Stone']","['Ben Stassen', 'Jérémie Degruson']"
7005,19548,"['Louis de Funès', 'Bernard Blier', 'María Rosa Rodríguez']",['Jacques Besnard']
7006,270400,"['Joséphine Japy', 'Lou de Laâge', 'Isabelle Carré']",['Mélanie Laurent']
7007,13667,"['John Cusack', 'David Ogden Stiers', 'Kim Darby']",['Savage Steve Holland']
7008,484510,"['Anna Kendrick', 'Justin Timberlake', 'Zooey Deschanel']",['Joel Crawford']
7009,130925,"['Wallace Shawn', 'Tom Hanks', 'Tim Allen']",['Mark A. Walsh']
7010,441384,"['Matthew McConaughey', 'Snoop Dogg', 'Isla Fisher']",['Harmony Korine']
7011,329819,"['Rod Paradot', 'Catherine Deneuve', 'Sara Forestier']",['Emmanuelle Bercot']
7012,37181,"['Golshifteh Farahani', 'Shahab Hosseini', 'Payman Maadi']",['Asghar Farhadi']
7013,9950,"['Vin Diesel', 'Alex Rocco', 'Ron Silver']",['Sidney Lumet']
7014,15003,"['JeeJa Yanin', 'Hiroshi Abe', 'Pongpat Wachirabunjong']",['Prachya Pinkaew']
7015,519141,"[""Gabriel D'Almeida Freitas"", 'Xavier Dolan', 'Pier-Luc Funk']",['Xavier Dolan']
7016,381034,"['Max Records', 'Christopher Lloyd', 'Laura Fraser']","[""Billy O'Brien""]"
7017,383869,"['Alexandra Lamy', 'Josiane Balasko', 'Mathilde Seigner']",['Eric Lavaine']
7018,113082,"['Hiroaki Iwanaga', 'Takahiro Sakurai', 'Yuki Kaji']",['Toshiyuki Kubooka']
7019,537055,"['Rosario Dawson', 'Jeffrey Donovan', 'Marie Avgeropoulos']","['Justin Copeland', 'Sam Liu']"
7020,11616,"['Terence Hill', 'Bud Spencer', 'Buffy Dee']",['Enzo Barboni']
7021,88042,"['Billy Crystal', 'Bette Midler', 'Marisa Tomei']",['Andy Fickman']
7022,692,"['Divine', 'David Lochary', 'Mary Vivian Pearce']",['John Waters']
7023,14536,"['Renée Zellweger', 'Harry Connick Jr.', 'J.K. Simmons']",['Jonas Elmer']
7024,432616,"['Pierre Niney', 'Charlotte Gainsbourg', 'Didier Bourdon']",['Eric Barbier']
7025,301372,"['Emilia Clarke', 'Marton Csokas', 'Caterina Murino']",['Eric D. Howell']
7026,305932,"['Cameron Dallas', 'Matt Shively', 'Lia Marie Johnson']",['Alex Goyette']
7027,9026,"['Rupert Everett', 'Colin Firth', 'Reese Witherspoon']",['Oliver Parker']
7028,768744,"['Daiki Yamashita', 'Nobuhiko Okamoto', 'Yuki Kaji']",['Kenji Nagasaki']
7029,2517,"['Yuya Yagira', 'Ayu Kitaura', 'Hiei Kimura']",['Hirokazu Kore-eda']
7030,430365,"['Christian Clavier', 'Ary Abittan', 'Elsa Zylberstein']",['Philippe de Chauveron']
7031,419507,"['Aldo Baglio', 'Giovanni Storti', 'Giacomo Poretti']","['Giovanni Storti', 'Morgan Bertacca', 'Aldo Baglio', 'Giacomo Poretti']"
7032,11692,"['Eddie Murphy', 'Randy Quaid', 'Rosario Dawson']",['Ron Underwood']
7033,30675,"['Rick D. Wasserman', 'Marc Worden', 'Mark Hildreth']",['Sam Liu']
7034,489326,"['Nat Wolff', 'Iben Akerlie', 'Per Frisch']",['André Øvredal']
